title	imdbId	fRatings	mRatings	Ratio	Gender_Ratio
Switch, The (2010)	889573	29	67	0.3020833333	0.5526175214
Prom Night II (1987)	93176	71	164	0.3021276596	0.5526459356
Haunting, The (1963)	57129	273	630	0.3023255814	0.5527728086
Big Fat Liar (2002)	265298	91	210	0.3023255814	0.5527728086
Looney, Looney, Looney Bugs Bunny Movie, The (1981)	82679	39	90	0.3023255814	0.5527728086
Second Jungle Book: Mowgli & Baloo, The (1997)	120087	26	60	0.3023255814	0.5527728086
Merry War, A (1997)	119453	26	60	0.3023255814	0.5527728086
Pulse (2006)	454919	26	60	0.3023255814	0.5527728086
Salmon Fishing in the Yemen (2011)	1441952	26	60	0.3023255814	0.5527728086
Something for Everyone (1970)	66392	13	30	0.3023255814	0.5527728086
In Old California (1942)	34889	13	30	0.3023255814	0.5527728086
Our Song (2000)	234407	13	30	0.3023255814	0.5527728086
What to Do in Case of Fire (Was tun, wenn's brennt?) (2002)	207198	13	30	0.3023255814	0.5527728086
White Rose, The (Weiße Rose, Die) (1982)	84897	13	30	0.3023255814	0.5527728086
Baby Doll (1956)	48973	13	30	0.3023255814	0.5527728086
Wish You Were Here (1987)	94331	13	30	0.3023255814	0.5527728086
In July (Im Juli) (2000)	177858	13	30	0.3023255814	0.5527728086
Secret Window (2004)	363988	193	445	0.302507837	0.5528896391
Raising Victor Vargas (2002)	316188	66	152	0.3027522936	0.553046342
Thieves (Voleurs, Les) (1996)	118100	53	122	0.3028571429	0.5531135531
Home Alone (1990)	99785	1597	3676	0.302863645	0.5531177211
Home Alone 3 (1997)	119303	355	817	0.3029010239	0.553141682
Oh, God! (1977)	76489	150	345	0.303030303	0.5532245532
Single Man, A (2009)	1315981	80	184	0.303030303	0.5532245532
Lawn Dogs (1997)	119506	50	115	0.303030303	0.5532245532
Focus (2001)	246628	50	115	0.303030303	0.5532245532
Last American Virgin, The (1982)	84234	20	46	0.303030303	0.5532245532
Valentin (Valentín) (2002)	296915	20	46	0.303030303	0.5532245532
Take Care of My Cat (Goyangileul butaghae) (2001)	296658	10	23	0.303030303	0.5532245532
Chunhyang (2000)	245837	10	23	0.303030303	0.5532245532
Sailor Who Fell from Grace with the Sea, The (1976)	75161	10	23	0.303030303	0.5532245532
The Age of Adaline (2015)	1655441	10	23	0.303030303	0.5532245532
Talented Mr. Ripley, The (1999)	134119	1853	4261	0.30307491	0.5532531475
Three Colors: Red (Trois couleurs: Rouge) (1994)	111495	747	1717	0.3031655844	0.5533112721
Nightmare Before Christmas, The (1993)	107688	1585	3642	0.3032332122	0.5533546232
Barney's Great Adventure (1998)	120598	74	170	0.3032786885	0.5533837747
Basketball Diaries, The (1995)	112461	367	843	0.3033057851	0.5534011443
Jules and Jim (Jules et Jim) (1961)	55032	263	604	0.3033448674	0.553426197
Bliss (1997)	118742	54	124	0.3033707865	0.5534428119
Love Stinks (1999)	188863	54	124	0.3033707865	0.5534428119
Jet Lag (Décalage horaire) (2002)	293116	27	62	0.3033707865	0.5534428119
Fisher King, The (1991)	101889	1136	2608	0.3034188034	0.5534735919
Man from Snowy River, The (1982)	84296	163	374	0.303538175	0.5535501122
Snow Dogs (2002)	281373	85	195	0.3035714286	0.5535714286
Other Side of Heaven, The (2001)	250371	17	39	0.3035714286	0.5535714286
Punchline (1988)	95927	116	266	0.3036649215	0.5536313599
How the Grinch Stole Christmas (a.k.a. The Grinch) (2000)	170016	768	1761	0.3036773428	0.5536393223
Lantana (2001)	259393	219	502	0.3037447989	0.5536825634
Bewitched (2005)	374536	113	259	0.3037634409	0.5536945134
Safety of Objects, The (2001)	256359	24	55	0.3037974684	0.5537163259
Fun with Dick and Jane (1977)	76059	24	55	0.3037974684	0.5537163259
1776 (1972)	68156	55	126	0.3038674033	0.553761156
Less Than Zero (1987)	93407	114	261	0.304	0.5538461538
Himalaya (Himalaya - l'enfance d'un chef) (1999)	210727	59	135	0.3041237113	0.553925456
Born into Brothels (2004)	388789	66	151	0.3041474654	0.553940683
Grand Canyon (1991)	101969	569	1301	0.3042780749	0.554024407
D.O.A. (1980)	82226	21	48	0.3043478261	0.5540691193
Pretty Persuasion (2005)	381505	21	48	0.3043478261	0.5540691193
Whatever Happened to Aunt Alice? (1969)	65206	14	32	0.3043478261	0.5540691193
Razor's Edge, The (1946)	38873	14	32	0.3043478261	0.5540691193
Happily N'Ever After (2007)	308353	14	32	0.3043478261	0.5540691193
Foreign Student (1994)	109828	7	16	0.3043478261	0.5540691193
Intimate Relations (1996)	116643	7	16	0.3043478261	0.5540691193
Downhill (1927)	17825	7	16	0.3043478261	0.5540691193
Photographer (Fotoamator) (1998)	188996	7	16	0.3043478261	0.5540691193
You're a Big Boy Now (1966)	61209	7	16	0.3043478261	0.5540691193
King of the Ants (2003)	328031	7	16	0.3043478261	0.5540691193
It Happened at the World's Fair (1963)	57191	7	16	0.3043478261	0.5540691193
Road to Rio (1947)	39776	7	16	0.3043478261	0.5540691193
The Shooting (1966)	62262	7	16	0.3043478261	0.5540691193
Moonwalker (1988)	95655	7	16	0.3043478261	0.5540691193
Pearls and Pigs (Helmiä ja sikoja) (2003)	342520	7	16	0.3043478261	0.5540691193
Seagull's Laughter, The (Mávahlátur) (2001)	281176	7	16	0.3043478261	0.5540691193
Barbary Coast (1935)	26097	7	16	0.3043478261	0.5540691193
National Lampoon's Lady Killers (National Lampoon's Gold Diggers) (2003)	376717	7	16	0.3043478261	0.5540691193
Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?) (2010)	756727	7	16	0.3043478261	0.5540691193
The Big Wedding (2013)	1931435	7	16	0.3043478261	0.5540691193
Two Night Stand (2014)	2140619	7	16	0.3043478261	0.5540691193
Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)	241527	1399	3196	0.3044613711	0.5541419045
Stand and Deliver (1988)	94027	408	932	0.3044776119	0.5541523153
Double Jeopardy (1999)	150377	1242	2837	0.3044863937	0.5541579447
Duplex (2003)	266489	67	153	0.3045454545	0.5541958042
Scent of a Woman (1992)	105323	857	1957	0.3045486851	0.5541978751
Malice (1993)	107497	297	678	0.3046153846	0.5542406312
Giant (1956)	49261	290	662	0.3046218487	0.5542447748
Pollock (2000)	183659	354	808	0.3046471601	0.554261
Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)	211915	1296	2958	0.3046544429	0.5542656685
Tender Mercies (1983)	86423	372	849	0.3046683047	0.5542745543
Little Nikita (1988)	95532	39	89	0.3046875	0.554286859
Wonder Boys (2000)	185014	959	2188	0.3047346679	0.5543170948
Graduate, The (1967)	61722	2206	5031	0.3048224402	0.5543733591
Handmaid's Tale, The (1990)	99731	50	114	0.3048780488	0.5544090056
Lady Vanishes, The (1938)	30341	361	823	0.3048986486	0.5544222107
Oscar (1991)	102603	43	98	0.304964539	0.5544644481
Three Colors: Blue (Trois couleurs: Bleu) (1993)	108394	619	1410	0.3050763923	0.5545361489
Alice, Sweet Alice (a.k.a. Communion) (a.k.a. Holy Terror) (1976)	76150	36	82	0.3050847458	0.5545415037
Tootsie (1982)	84805	1071	2439	0.3051282051	0.5545693623
What Lies Beneath (2000)	161081	925	2106	0.3051798086	0.5546024414
Melody Time (1948)	40580	29	66	0.3052631579	0.5546558704
How to Murder Your Wife (1965)	58212	29	66	0.3052631579	0.5546558704
Road to Morocco (1942)	35262	40	91	0.3053435115	0.5547073791
Newton Boys, The (1998)	120769	164	373	0.3054003724	0.5547438285
Promise, The (La promesse) (1996)	117398	62	141	0.3054187192	0.5547555892
Look Who's Talking (1989)	97778	416	946	0.3054331865	0.5547648631
Burnt Offerings (1976)	74258	73	166	0.3054393305	0.5547688016
Clue (1985)	88930	643	1462	0.3054631829	0.5547840916
I Saw What You Did (1965)	59297	117	266	0.3054830287	0.5547968133
Devil's Playground (2002)	293088	44	100	0.3055555556	0.5548433048
Passage to India, A (1984)	87892	44	100	0.3055555556	0.5548433048
Power of One, The (1992)	105159	22	50	0.3055555556	0.5548433048
Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)	103207	11	25	0.3055555556	0.5548433048
House of D (2004)	372334	11	25	0.3055555556	0.5548433048
Bye Bye Birdie (1963)	56891	11	25	0.3055555556	0.5548433048
Idlewild (2006)	417225	11	25	0.3055555556	0.5548433048
Words, The (2012)	1840417	11	25	0.3055555556	0.5548433048
What If (2013)	1486834	11	25	0.3055555556	0.5548433048
A Walk in the Sun (1945)	38235	26	59	0.3058823529	0.5550527903
L.A. Story (1991)	102250	1324	3004	0.3059149723	0.5550737002
Kramer vs. Kramer (1979)	79417	799	1812	0.3060130218	0.5551365525
Emperor's New Groove, The (2000)	120917	635	1440	0.3060240964	0.5551436515
Titanic (1953)	46435	315	714	0.306122449	0.5552066981
Shanghai Surprise (1986)	91934	45	102	0.306122449	0.5552066981
We Need to Talk About Kevin (2011)	1242460	45	102	0.306122449	0.5552066981
Algiers (1938)	29855	30	68	0.306122449	0.5552066981
Shenandoah (1965)	59711	30	68	0.306122449	0.5552066981
Six Ways to Sunday (1997)	127288	15	34	0.306122449	0.5552066981
10 Rillington Place (1971)	66730	15	34	0.306122449	0.5552066981
Spirit: Stallion of the Cimarron (2002)	166813	94	213	0.3061889251	0.5552493109
Nurse Betty (2000)	171580	829	1878	0.3062430735	0.5552840215
Longtime Companion (1990)	100049	106	240	0.3063583815	0.5553579369
Incredible Mr. Limpet, The (1964)	58230	57	129	0.3064516129	0.5554177006
Osama (2003)	368913	38	86	0.3064516129	0.5554177006
Me You Them (Eu, Tu, Eles) (2000)	244504	19	43	0.3064516129	0.5554177006
Wendigo (2001)	275067	19	43	0.3064516129	0.5554177006
River of No Return (1954)	47422	19	43	0.3064516129	0.5554177006
Gregory's Girl (1981)	82477	65	147	0.3066037736	0.5555152395
Jack Frost (1998)	141109	287	649	0.3066239316	0.5555281613
Joe Versus the Volcano (1990)	99892	249	563	0.3066502463	0.5555450297
Shopgirl (2005)	338427	92	208	0.3066666667	0.5555555556
Blind Date (1984)	86978	23	52	0.3066666667	0.5555555556
Odd Couple II, The (1998)	120773	135	305	0.3068181818	0.5556526807
World of Henry Orient, The (1964)	58756	27	61	0.3068181818	0.5556526807
Red Riding Hood (2011)	1486185	27	61	0.3068181818	0.5556526807
Muppet Movie, The (1979)	79588	922	2083	0.3068219634	0.5556551047
Garbage Pail Kids Movie, The (1987)	93072	58	131	0.3068783069	0.5556912224
7 Plus Seven (1970)	66356	31	70	0.3069306931	0.5557248032
Juror, The (1996)	116731	256	578	0.3069544365	0.5557400234
Help, The (2011)	1454029	109	246	0.3070422535	0.5557963164
Solas (1999)	190798	39	88	0.3070866142	0.5558247527
Children of the Corn IV: The Gathering (1996)	115885	90	203	0.3071672355	0.555876433
Dick (1999)	144168	619	1396	0.3071960298	0.5558948909
Prick Up Your Ears (1987)	93776	102	230	0.3072289157	0.5559159716
Dragonfly (2002)	259288	106	239	0.3072463768	0.5559271646
Lion in Winter, The (1968)	63227	216	487	0.307254623	0.5559324507
American Gigolo (1980)	80365	291	656	0.3072861668	0.5559526711
Vibes (1988)	96378	67	151	0.3073394495	0.5559868266
Wings of Desire (Himmel über Berlin, Der) (1987)	93191	570	1284	0.3074433657	0.5560534395
Queen of the Damned (2002)	238546	147	331	0.3075313808	0.5561098595
Purple Rose of Cairo, The (1985)	89853	798	1796	0.3076329992	0.5561749995
Tin Cup (1996)	117918	1020	2295	0.3076923077	0.5562130178
Crocodile Hunter: Collision Course, The (2002)	305396	64	144	0.3076923077	0.5562130178
Christmas with the Kranks (2004)	388419	40	90	0.3076923077	0.5562130178
Goya in Bordeaux (Goya en Burdeos) (1999)	210717	24	54	0.3076923077	0.5562130178
Man of the House (2005)	331933	20	45	0.3076923077	0.5562130178
Man in the Gray Flannel Suit, The (1956)	49474	16	36	0.3076923077	0.5562130178
Look Both Ways (2005)	382806	12	27	0.3076923077	0.5562130178
Death in Brunswick (1991)	101692	8	18	0.3076923077	0.5562130178
Harry and Walter Go to New York (1976)	74608	8	18	0.3076923077	0.5562130178
Pandora's Box (2002)	285869	8	18	0.3076923077	0.5562130178
Divorce American Style (1967)	61581	8	18	0.3076923077	0.5562130178
Breakin' All the Rules (2004)	349169	8	18	0.3076923077	0.5562130178
City of Joy (1992)	103976	8	18	0.3076923077	0.5562130178
Eel, The (Unagi) (1997)	120408	8	18	0.3076923077	0.5562130178
Wackiest Ship in the Army, The (1960)	54453	8	18	0.3076923077	0.5562130178
Humoresque (1946)	38622	8	18	0.3076923077	0.5562130178
Carousel (1956)	49055	8	18	0.3076923077	0.5562130178
Balzac and the Little Chinese Seamstress (Xiao cai feng) (2002)	291032	8	18	0.3076923077	0.5562130178
Camp Rock (2008)	1055366	8	18	0.3076923077	0.5562130178
Private Lives of Pippa Lee, The (2009)	1134629	8	18	0.3076923077	0.5562130178
Cruel Intentions (1999)	139134	1144	2573	0.3077750874	0.5562660817
Trouble with Harry, The (1955)	48750	265	596	0.3077816492	0.556270288
Chamber, The (1996)	115862	129	290	0.307875895	0.5563307019
Year of Living Dangerously, The (1982)	86617	573	1288	0.307898979	0.5563454994
War, The (1994)	111667	130	292	0.308056872	0.5564467128
Phantom of the Opera (1943)	36261	110	247	0.3081232493	0.5564892624
Dear Diary (Caro Diario) (1994)	109382	45	101	0.3082191781	0.5565507552
Dudley Do-Right (1999)	160236	210	471	0.3083700441	0.5566474641
Closer (2004)	376541	260	583	0.3084223013	0.5566809624
Hope and Glory (1987)	93209	269	603	0.3084862385	0.5567219478
Hearts in Atlantis (2001)	252501	207	464	0.3084947839	0.5567274256
Bird on a Wire (1990)	99141	406	910	0.3085106383	0.5567375887
Best in Show (2000)	218839	1261	2826	0.3085392709	0.5567559429
Alfie (1966)	60086	112	251	0.3085399449	0.5567563749
Thumbsucker (2005)	318761	54	121	0.3085714286	0.5567765568
How to Kill Your Neighbor's Dog (2000)	207524	25	56	0.3086419753	0.556821779
Very Brady Sequel, A (1996)	118073	317	710	0.3086660175	0.5568371907
Saltmen of Tibet, The (Salzmänner von Tibet, Die) (1997)	120056	21	47	0.3088235294	0.5569381599
Mummy's Ghost, The (1944)	37099	21	47	0.3088235294	0.5569381599
Seance on a Wet Afternoon (1964)	58557	21	47	0.3088235294	0.5569381599
Boys Town (1938)	29942	21	47	0.3088235294	0.5569381599
Mexican, The (2001)	236493	615	1376	0.308890005	0.5569807725
Harmonists, The (1997)	128133	59	132	0.3089005236	0.5569875151
Luzhin Defence, The (2000)	211492	59	132	0.3089005236	0.5569875151
Labyrinth (1986)	91369	1024	2290	0.3089921545	0.5570462529
Talk to Her (Hable con Ella) (2002)	287467	314	702	0.3090551181	0.5570866142
Chef in Love, A (Shekvarebuli kulinaris ataserti retsepti) (1997)	117050	34	76	0.3090909091	0.5571095571
Merlin (1998)	130414	17	38	0.3090909091	0.5571095571
Mr. Mom (1983)	85970	583	1303	0.3091198303	0.5571280964
Me Myself I (2000)	183503	230	514	0.3091397849	0.5571408878
First Knight (1995)	113071	728	1626	0.3092608326	0.5572184825
Fathers' Day (1997)	119109	146	326	0.3093220339	0.557257714
Scotland, Pa. (2001)	265713	73	163	0.3093220339	0.557257714
Bubble Boy (2001)	258470	112	250	0.3093922652	0.5573027341
Rebel Without a Cause (1955)	48545	743	1658	0.309454394	0.5573425603
Gumby: The Movie (1995)	113234	39	87	0.3095238095	0.5573870574
Native Son (1986)	91613	26	58	0.3095238095	0.5573870574
Personal Best (1982)	84489	26	58	0.3095238095	0.5573870574
1-900 (06) (1994)	109001	13	29	0.3095238095	0.5573870574
Shattered Image (1998)	143874	13	29	0.3095238095	0.5573870574
Making the Grade (1984)	87666	13	29	0.3095238095	0.5573870574
Bodies, Rest & Motion (1993)	106447	13	29	0.3095238095	0.5573870574
Blind Date (1987)	92666	243	542	0.3095541401	0.5574065001
B. Monkey (1998)	120594	48	107	0.3096774194	0.5574855252
Moscow Does Not Believe in Tears (Moskva slezam ne verit) (1979)	79579	48	107	0.3096774194	0.5574855252
Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)	120731	83	185	0.3097014925	0.5575009568
Lover, The (Amant, L') (1992)	101316	35	78	0.3097345133	0.5575221239
I Am David (2003)	327919	22	49	0.3098591549	0.5576020224
Swiss Family Robinson (1960)	54357	445	991	0.3098885794	0.5576208842
State and Main (2000)	120202	556	1238	0.3099219621	0.5576422834
Fantasia 2000 (1999)	120910	655	1458	0.3099858022	0.5576832065
Mrs. Doubtfire (1993)	107614	1895	4218	0.3099950924	0.5576891618
Topsy-Turvy (1999)	151568	350	779	0.3100088574	0.5576979855
Soul Survivors (a.k.a. The Killer Cut) (2001)	218619	40	89	0.3100775194	0.5577419996
So I Married an Axe Murderer (1993)	108174	1092	2429	0.310139165	0.557781516
Color of Paradise, The (Rang-e khoda) (1999)	191043	85	189	0.3102189781	0.5578326783
Forrest Gump (1994)	109830	5456	12130	0.3102467872	0.5578505046
Lilo & Stitch (2002)	275847	414	920	0.3103448276	0.557913351
Rock Star (2001)	202470	207	460	0.3103448276	0.557913351
Beethoven (1992)	103786	90	200	0.3103448276	0.557913351
Bushwhacked (1995)	112602	45	100	0.3103448276	0.557913351
Cherish (2002)	298798	27	60	0.3103448276	0.557913351
Broken Wings (Knafayim Shvurot) (2002)	317842	18	40	0.3103448276	0.557913351
Late Bloomers (1996)	116834	9	20	0.3103448276	0.557913351
My Best Girl (1927)	18183	9	20	0.3103448276	0.557913351
Went to Coney Island on a Mission From God... Be Back by Five (1998)	157182	9	20	0.3103448276	0.557913351
Passionada (2002)	285879	9	20	0.3103448276	0.557913351
Beast of Yucca Flats, The (1961)	54673	9	20	0.3103448276	0.557913351
Black Pirate, The (1926)	16654	9	20	0.3103448276	0.557913351
Live Forever (2003)	358569	9	20	0.3103448276	0.557913351
Unaccompanied Minors (2006)	488658	9	20	0.3103448276	0.557913351
Time to Kill, A (1996)	117913	825	1833	0.3103837472	0.5579382995
Boys Life (1995)	112570	118	262	0.3105263158	0.5580296896
Darkness Falls (2003)	282209	59	131	0.3105263158	0.5580296896
They Shoot Horses, Don't They? (1969)	65088	218	484	0.3105413105	0.5580393016
EDtv (1999)	131369	638	1416	0.3106134372	0.5580855367
Hide and Seek (2005)	382077	78	173	0.3107569721	0.5581775462
Fatal Attraction (1987)	93010	1629	3611	0.3108778626	0.5582550401
Kurt & Courtney (1998)	138563	120	266	0.310880829	0.5582569417
Coming Home (1978)	77362	185	410	0.3109243697	0.5582848524
Twisted (2004)	315297	37	82	0.3109243697	0.5582848524
Bullets Over Broadway (1994)	109348	795	1761	0.3110328638	0.5583543999
Fear (1996)	116287	247	547	0.3110831234	0.5583866176
Everything Is Illuminated (2005)	404030	98	217	0.3111111111	0.5584045584
Heaven (1998)	120697	14	31	0.3111111111	0.5584045584
Ulysses (Ulisse) (1954)	47630	14	31	0.3111111111	0.5584045584
High Heels and Low Lifes (2001)	253126	14	31	0.3111111111	0.5584045584
Morgan! (1966)	60714	14	31	0.3111111111	0.5584045584
Girls Can't Swim (Filles ne savent pas nager, Les) (2000)	239507	14	31	0.3111111111	0.5584045584
Kiss Before Dying, A (1956)	49414	14	31	0.3111111111	0.5584045584
My Flesh and Blood (2003)	342804	14	31	0.3111111111	0.5584045584
American Teen (2008)	486259	14	31	0.3111111111	0.5584045584
Little Shop of Horrors, The (1960)	54033	501	1109	0.3111801242	0.5584487976
Chaplin (1992)	103939	75	166	0.3112033195	0.5584636663
Little Nemo: Adventures in Slumberland (1992)	104740	47	104	0.3112582781	0.5584988962
Majestic, The (2001)	268995	254	562	0.3112745098	0.5585093012
Atonement (2007)	783233	165	365	0.3113207547	0.5585389453
In the Name of the Father (1993)	107207	771	1705	0.3113893376	0.5585829087
Jazz Singer, The (1980)	80948	38	84	0.3114754098	0.5586380832
Suburbans, The (1999)	157075	19	42	0.3114754098	0.5586380832
As it is in Heaven (Så som i himmelen) (2004)	382330	19	42	0.3114754098	0.5586380832
Turtles Can Fly (Lakposhtha hâm parvaz mikonand) (2004)	424227	19	42	0.3114754098	0.5586380832
Leaving Las Vegas (1995)	113627	1918	4239	0.3115153484	0.5586636849
Unbearable Lightness of Being, The (1988)	96332	582	1286	0.3115631692	0.5586943392
Sunshine Cleaning (2008)	862846	67	148	0.311627907	0.5587358378
Last Days of Disco, The (1998)	120728	350	773	0.3116651825	0.5587597324
Murder in the First (1995)	113870	379	837	0.3116776316	0.5587677126
Cold Creek Manor (2003)	331468	48	106	0.3116883117	0.5587745588
Sayonara (1957)	50933	24	53	0.3116883117	0.5587745588
That's Entertainment, Part II (1976)	75323	24	53	0.3116883117	0.5587745588
Arthur (1981)	82031	608	1342	0.3117948718	0.5588428665
Whale Rider (2002)	298228	319	704	0.311827957	0.558864075
Whip It (2009)	1172233	58	128	0.311827957	0.558864075
Backbeat (1993)	106339	218	481	0.3118741059	0.5588936576
Boys of St. Vincent, The (1992)	106473	112	247	0.3119777159	0.5589600743
Barenaked in America (1999)	211219	39	86	0.312	0.558974359
That's Entertainment (1974)	72272	39	86	0.312	0.558974359
Bread and Chocolate (Pane e cioccolata) (1973)	70506	113	249	0.3121546961	0.5590735232
It's a Wonderful Life (1946)	38650	1656	3649	0.3121583412	0.5590758597
D2: The Mighty Ducks (1994)	109520	341	751	0.3122710623	0.5591481168
Three Caballeros, The (1945)	38166	178	392	0.3122807018	0.559154296
Max Dugan Returns (1983)	85919	100	220	0.3125	0.5592948718
They Might Be Giants (1971)	67848	60	132	0.3125	0.5592948718
Turtle Diary (1985)	90219	35	77	0.3125	0.5592948718
How to Succeed in Business Without Really Trying (1967)	61791	30	66	0.3125	0.5592948718
Passion in the Desert (1998)	125980	25	55	0.3125	0.5592948718
Promises (2001)	282864	25	55	0.3125	0.5592948718
Down in the Valley (2005)	398027	25	55	0.3125	0.5592948718
SuperBabies: Baby Geniuses 2 (2004)	270846	20	44	0.3125	0.5592948718
Daria: Is It College Yet? (2002)	285627	15	33	0.3125	0.5592948718
Joneses, The (2009)	1285309	15	33	0.3125	0.5592948718
Harem (1985)	89256	10	22	0.3125	0.5592948718
Tigrero: A Film That Was Never Made (1994)	111430	10	22	0.3125	0.5592948718
Take This Job and Shove It (1981)	83163	10	22	0.3125	0.5592948718
Walk Like a Man (1987)	94288	10	22	0.3125	0.5592948718
Morocco (1930)	21156	10	22	0.3125	0.5592948718
Deep Blue (2003)	365109	10	22	0.3125	0.5592948718
Romance & Cigarettes (2005)	368222	10	22	0.3125	0.5592948718
Kit Kittredge: An American Girl (2008)	846308	10	22	0.3125	0.5592948718
Happythankyoumoreplease (2010)	1481572	10	22	0.3125	0.5592948718
The DUFF (2015)	1666801	10	22	0.3125	0.5592948718
Teaching Mrs. Tingle (1999)	133046	376	827	0.3125519534	0.5593281753
Thirty-Two Short Films About Glenn Gould (1993)	108328	306	673	0.3125638407	0.5593357953
Secret of NIMH, The (1982)	84649	610	1341	0.3126601743	0.5593975476
Palm Beach Story, The (1942)	35169	172	378	0.3127272727	0.5594405594
Children of the Corn II: The Final Sacrifice (1993)	106557	86	189	0.3127272727	0.5594405594
Belle époque (1992)	103791	61	134	0.3128205128	0.5595003287
Proposal, The (2009)	1041829	92	202	0.3129251701	0.5595674167
In the Bedroom (2001)	247425	430	944	0.3129548763	0.5595864591
Bamba, La (1987)	93378	384	843	0.3129584352	0.5595887405
License to Drive (1988)	95519	82	180	0.3129770992	0.5596007046
Shower (Xizao) (1999)	215369	98	215	0.3130990415	0.5596788728
Mumford (1999)	140397	434	952	0.3131313131	0.5596995597
Rage: Carrie 2, The (1999)	144814	155	340	0.3131313131	0.5596995597
Saving Face (2004)	384504	31	68	0.3131313131	0.5596995597
Billy's Hollywood Screen Kiss (1997)	137386	114	250	0.3131868132	0.5597351367
Seven Years in Tibet (1997)	120102	762	1671	0.3131935882	0.5597394796
Stepford Wives, The (1975)	73747	400	877	0.3132341425	0.559765476
Champ, The (1979)	78950	78	171	0.313253012	0.5597775718
Children of the Revolution (1996)	115886	99	217	0.3132911392	0.5598020123
Derailed (2005)	398017	68	149	0.3133640553	0.5598487534
Story of Qiu Ju, The (Qiu Ju da guan si) (1992)	105197	21	46	0.3134328358	0.5598928435
Mighty Ducks, The (1992)	104868	634	1388	0.3135509397	0.5599685511
Hand That Rocks the Cradle, The (1992)	104389	465	1018	0.3135536076	0.5599702613
Men with Brooms (2002)	263734	32	70	0.3137254902	0.5600804424
Perfect Score, The (2004)	314498	32	70	0.3137254902	0.5600804424
Stranger in the House (1997)	120222	16	35	0.3137254902	0.5600804424
Bella (2006)	482463	16	35	0.3137254902	0.5600804424
Help! (1965)	59260	395	864	0.3137410643	0.5600904259
Red Sorghum (Hong gao liang) (1987)	93206	102	223	0.3138461538	0.5601577909
Casablanca (1942)	34583	3335	7287	0.3139710036	0.5602378228
Greatest Show on Earth, The (1952)	44672	131	286	0.3141486811	0.5603517186
Prairie Home Companion, A (2006)	420087	93	203	0.3141891892	0.5603776854
Butterfly (La lengua de las mariposas) (1999)	188030	77	168	0.3142857143	0.5604395604
Rabbit Hole (2010)	935075	33	72	0.3142857143	0.5604395604
Opportunity Knocks (1990)	100301	22	48	0.3142857143	0.5604395604
Voyage to the Beginning of the World (Viagem ao Princípio do Mundo) (1997)	120443	11	24	0.3142857143	0.5604395604
5 Card Stud (1968)	62626	11	24	0.3142857143	0.5604395604
Rocking Horse Winner, The (1950)	42898	11	24	0.3142857143	0.5604395604
Deep End, The (2001)	250323	183	399	0.3144329897	0.5605339678
Full Frontal (2002)	290212	67	146	0.3145539906	0.5606115324
The Idolmaker (1980)	80913	28	61	0.3146067416	0.5606453472
Saturday Night Fever (1977)	76666	326	710	0.3146718147	0.5606870607
Pleasantville (1998)	120789	1742	3792	0.3147813516	0.5607572767
Five Heartbeats, The (1991)	101891	17	37	0.3148148148	0.5607787274
Goodbye, Columbus (1969)	64381	17	37	0.3148148148	0.5607787274
Read My Lips (Sur mes lèvres) (2001)	274117	57	124	0.3149171271	0.5608443122
Good Will Hunting (1997)	119217	3403	7402	0.3149467839	0.560863323
Stuart Little 2 (2002)	243585	109	237	0.3150289017	0.5609159627
Blink (1994)	109297	132	287	0.3150357995	0.5609203843
Weather Underground, The (2002)	343168	46	100	0.3150684932	0.5609413418
Letter to Three Wives, A (1949)	41587	23	50	0.3150684932	0.5609413418
Dreamer: Inspired by a True Story (2005)	418647	23	50	0.3150684932	0.5609413418
Anna Karenina (2012)	1781769	23	50	0.3150684932	0.5609413418
D3: The Mighty Ducks (1996)	116000	255	554	0.3152039555	0.5610281766
Overboard (1987)	93693	64	139	0.315270936	0.5610711128
Hair (1979)	79261	35	76	0.3153153153	0.5610995611
Empire Records (1995)	112950	432	938	0.3153284672	0.5611079918
My Wife is an Actress (Ma Femme est une Actrice) (2001)	269499	41	89	0.3153846154	0.5611439842
Who's Afraid of Virginia Woolf? (1966)	61184	569	1235	0.3154101996	0.5611603843
Leave It to Beaver (1997)	119509	88	191	0.3154121864	0.5611616579
Character (Karakter) (1997)	119448	106	230	0.3154761905	0.5612026862
Sex, Lies, and Videotape (1989)	98724	963	2089	0.3155307995	0.561237692
Chasing Amy (1997)	118842	2021	4383	0.31558401	0.5612718013
Kicking and Screaming (1995)	113537	184	399	0.3156089194	0.5612877688
Nine to Five (a.k.a. 9 to 5) (1980)	80319	382	828	0.3157024793	0.5613477432
You Can Count on Me (2000)	203230	544	1179	0.3157283807	0.5613643466
Bandit Queen (1994)	109206	78	169	0.3157894737	0.5614035088
Rachel Getting Married (2008)	1084950	72	156	0.3157894737	0.5614035088
Cat Returns, The (Neko no ongaeshi) (2002)	347618	54	117	0.3157894737	0.5614035088
Hearts and Minds (1996)	116506	30	65	0.3157894737	0.5614035088
